Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0678,CUST-2021,TXN-347062,2026-05-07,Card,Chargeback Request,58.51,Food Delivery,Pending,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,8,No,Payment Operations,29.25,Merchant Settlement Delay,Negative
DSP-0679,CUST-9316,TXN-336186,2026-03-31,Bank Transfer,Duplicate Debit,335.32,Subscription,Failed,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,335.32,Duplicate Processing,Positive
DSP-0680,CUST-3051,TXN-550592,2026-04-20,Bank Transfer,Failed Payment,9.49,Travel,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,5,No,Payment Operations,4.75,Gateway Timeout,Neutral
DSP-0681,CUST-9785,TXN-695642,2026-01-12,Open Banking,Failed Payment,223.79,Food Delivery,Success,My payment of £223.79 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,167.84,Bank Reversal Delay,Negative
DSP-0682,CUST-7517,TXN-601954,2026-02-01,Wallet,Failed Payment,90.46,E-commerce,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,6,Yes,Payment Operations,90.46,Gateway Timeout,Negative
DSP-0683,CUST-7011,TXN-918107,2026-05-22,Card,Merchant Not Credited,42.67,E-commerce,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,11,Yes,Merchant Support,21.34,Incorrect Merchant Reference,Negative
DSP-0684,CUST-9535,TXN-341734,2026-03-20,Wallet,Duplicate Debit,14.68,Retail,Success,I was charged twice for the same payment of £14.68.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,14.68,Duplicate Processing,Positive
DSP-0685,CUST-1348,TXN-623142,2026-01-09,Card,Merchant Not Credited,34.04,Bills & Utilities,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,4,No,Merchant Support,0,Merchant Settlement Delay,Neutral
DSP-0686,CUST-1425,TXN-738309,2026-03-28,Open Banking,APP Scam Claim,122.24,Transport,Success,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,17,Yes,Fraud Review,122.24,Manual Follow-up Delay,Negative
DSP-0687,CUST-2789,TXN-680170,2026-04-10,Open Banking,Chargeback Request,44.17,E-commerce,Failed,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Open,10,9,No,Payment Operations,0,Merchant Settlement Delay,Negative
DSP-0688,CUST-1248,TXN-394335,2026-03-12,Card,Duplicate Debit,44.44,Bills & Utilities,Success,I was charged twice for the same payment of £44.44.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,44.44,Duplicate Processing,Positive
DSP-0689,CUST-3036,TXN-421802,2026-05-26,Wallet,Unauthorised Transaction,100.62,Food Delivery,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,5,No,Fraud Review,50.31,Customer Evidence Missing,Negative
DSP-0690,CUST-6145,TXN-167154,2026-04-23,Card,Unauthorised Transaction,9.3,Retail,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,9.3,Fraud Indicator,Negative
DSP-0691,CUST-6199,TXN-143993,2026-05-22,Wallet,Failed Payment,61.7,Travel,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,61.7,Bank Reversal Delay,Negative
DSP-0692,CUST-2854,TXN-635859,2026-01-20,Card,Duplicate Debit,14.04,Bills & Utilities,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,14.04,Duplicate Processing,Neutral
DSP-0693,CUST-6902,TXN-451258,2026-04-15,Open Banking,Refund Delay,100.89,Food Delivery,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,0,Bank Reversal Delay,Positive
DSP-0694,CUST-7206,TXN-971080,2026-05-30,Card,Wrong Amount Debited,91.74,Subscription,Pending,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,5,No,Payment Operations,91.74,Customer Input Error,Neutral
DSP-0695,CUST-9592,TXN-645611,2026-04-23,Card,Failed Payment,138.9,Travel,Success,My payment of £138.90 failed but the money was debited.,No,Medium,Manual Review,Awaiting Evidence,5,9,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0696,CUST-8291,TXN-868394,2026-04-15,Card,Refund Delay,44.54,E-commerce,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0697,CUST-9808,TXN-356842,2026-04-15,Wallet,Merchant Not Credited,85.96,Travel,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,0,Incorrect Merchant Reference,Neutral
DSP-0698,CUST-8439,TXN-116265,2026-02-12,Card,Duplicate Debit,126.34,E-commerce,Success,I was charged twice for the same payment of £126.34.,No,Medium,Manual Review,Open,5,8,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0699,CUST-2196,TXN-238808,2026-05-12,Open Banking,APP Scam Claim,100.79,Bills & Utilities,Failed,I was tricked into sending money and need urgent help.,No,High,Manual Review,Awaiting Evidence,10,15,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0700,CUST-1741,TXN-177335,2026-04-01,Open Banking,APP Scam Claim,84.41,Bills & Utilities,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,15,Yes,Fraud Review,0,Fraud Indicator,Negative
DSP-0701,CUST-3494,TXN-108161,2026-04-05,Wallet,Refund Delay,29.43,E-commerce,Failed,My refund of £29.43 is still pending after several days.,No,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,29.43,Bank Reversal Delay,Negative
DSP-0702,CUST-5673,TXN-438480,2026-04-09,Card,Failed Payment,16.82,Subscription,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,12.62,Bank Reversal Delay,Negative
DSP-0703,CUST-8191,TXN-334496,2026-02-13,Card,APP Scam Claim,20.91,Transport,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,17,Yes,Fraud Review,10.46,Manual Follow-up Delay,Negative
DSP-0704,CUST-4328,TXN-395528,2026-05-27,Bank Transfer,Refund Delay,14.91,Food Delivery,Failed,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,4,No,Refund Team,11.18,Bank Reversal Delay,Neutral
DSP-0705,CUST-5562,TXN-867173,2026-01-30,Open Banking,Unauthorised Transaction,63.95,Food Delivery,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,6,No,Fraud Review,63.95,Customer Evidence Missing,Negative
DSP-0706,CUST-1628,TXN-554429,2026-01-26,Open Banking,Unauthorised Transaction,7.55,E-commerce,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,7.55,Manual Follow-up Delay,Negative
DSP-0707,CUST-4607,TXN-806056,2026-02-20,Card,Failed Payment,225.38,Travel,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,112.69,Gateway Timeout,Negative
DSP-0708,CUST-4416,TXN-844479,2026-02-15,Card,Wrong Amount Debited,63.31,Retail,Failed,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Open,5,4,No,Payment Operations,0,System Mapping Error,Positive
DSP-0709,CUST-9031,TXN-935448,2026-04-11,Bank Transfer,Merchant Not Credited,27.61,Transport,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,5,No,Merchant Support,20.71,Incorrect Merchant Reference,Neutral
DSP-0710,CUST-7522,TXN-839056,2026-02-02,Wallet,Refund Delay,96.53,Bills & Utilities,Failed,My refund of £96.53 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0711,CUST-1996,TXN-689569,2026-03-24,Card,Duplicate Debit,30.45,Bills & Utilities,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,30.45,Duplicate Processing,Neutral
DSP-0712,CUST-8334,TXN-529718,2026-02-26,Bank Transfer,Failed Payment,12.89,Subscription,Failed,My payment of £12.89 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,6,Yes,Payment Operations,12.89,System Mapping Error,Negative
DSP-0713,CUST-7212,TXN-194636,2026-03-27,Open Banking,Unauthorised Transaction,50.58,Subscription,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,25.29,Fraud Indicator,Negative
DSP-0714,CUST-6431,TXN-533476,2026-02-25,Bank Transfer,Duplicate Debit,88.75,Subscription,Success,I was charged twice for the same payment of £88.75.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,88.75,Duplicate Processing,Positive
DSP-0715,CUST-4768,TXN-762233,2026-03-05,Card,Wrong Amount Debited,84.23,Bills & Utilities,Success,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0716,CUST-1330,TXN-115457,2026-05-19,Bank Transfer,Failed Payment,212.42,Retail,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0717,CUST-5490,TXN-581197,2026-02-21,Card,Chargeback Request,48.34,Bills & Utilities,Success,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,8,No,Payment Operations,36.26,Manual Follow-up Delay,Negative
DSP-0718,CUST-9143,TXN-862899,2026-04-11,Open Banking,Unauthorised Transaction,71.61,Subscription,Pending,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,35.8,Fraud Indicator,Negative
DSP-0719,CUST-6446,TXN-250755,2026-01-22,Card,Failed Payment,114.75,Retail,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,86.06,Bank Reversal Delay,Positive
DSP-0720,CUST-6102,TXN-876482,2026-03-28,Wallet,Failed Payment,80.38,Transport,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Awaiting Evidence,5,5,No,Payment Operations,0,System Mapping Error,Positive
DSP-0721,CUST-4862,TXN-437471,2026-04-29,Wallet,Merchant Not Credited,64.42,Transport,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Open,7,9,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0722,CUST-9113,TXN-279015,2026-05-15,Bank Transfer,Wrong Amount Debited,45.35,Travel,Success,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0723,CUST-3718,TXN-248391,2026-03-16,Bank Transfer,Duplicate Debit,72.4,Subscription,Failed,I was charged twice for the same payment of £72.40.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,72.4,Duplicate Processing,Neutral
DSP-0724,CUST-9591,TXN-849817,2026-05-02,Card,Refund Delay,111.13,Retail,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,83.35,Merchant Settlement Delay,Negative
DSP-0725,CUST-2093,TXN-467476,2026-05-24,Open Banking,Refund Delay,27.17,Travel,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,2,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0726,CUST-5587,TXN-286987,2026-03-09,Bank Transfer,Failed Payment,44.33,Bills & Utilities,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0727,CUST-4429,TXN-276264,2026-01-01,Wallet,Chargeback Request,21.82,Transport,Success,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,9,No,Payment Operations,16.37,Merchant Settlement Delay,Negative
DSP-0728,CUST-4944,TXN-687354,2026-04-11,Card,Refund Delay,38.32,Subscription,Success,My refund of £38.32 is still pending after several days.,Yes,Medium,Manual Review,Open,7,10,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0729,CUST-3341,TXN-980673,2026-04-22,Bank Transfer,Refund Delay,154.35,Subscription,Pending,My refund of £154.35 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0730,CUST-4502,TXN-746944,2026-05-24,Open Banking,Chargeback Request,19.69,E-commerce,Pending,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,6,No,Payment Operations,14.77,Customer Evidence Missing,Positive
DSP-0731,CUST-7043,TXN-366086,2026-05-09,Open Banking,Merchant Not Credited,15.83,Bills & Utilities,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Open,7,10,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0732,CUST-8446,TXN-614117,2026-02-14,Bank Transfer,APP Scam Claim,269.76,Food Delivery,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,15,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0733,CUST-2356,TXN-539953,2026-01-31,Card,Merchant Not Credited,12.74,Food Delivery,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Awaiting Evidence,7,9,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0734,CUST-9459,TXN-114859,2026-04-14,Card,Merchant Not Credited,63.24,Travel,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,0,Incorrect Merchant Reference,Positive
DSP-0735,CUST-1052,TXN-426279,2026-03-12,Bank Transfer,Failed Payment,29.96,Food Delivery,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,7,Yes,Payment Operations,29.96,Gateway Timeout,Negative
DSP-0736,CUST-1329,TXN-903966,2026-02-13,Wallet,Duplicate Debit,33.14,E-commerce,Pending,I was charged twice for the same payment of £33.14.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,33.14,Duplicate Processing,Neutral
DSP-0737,CUST-6087,TXN-155926,2026-04-08,Wallet,Failed Payment,18.8,Retail,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,14.1,Gateway Timeout,Negative
DSP-0738,CUST-6957,TXN-465805,2026-05-14,Bank Transfer,Merchant Not Credited,89.53,Subscription,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,13,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0739,CUST-4398,TXN-458802,2026-05-09,Bank Transfer,Wrong Amount Debited,20.24,Retail,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,15.18,System Mapping Error,Negative
DSP-0740,CUST-7099,TXN-691155,2026-04-07,Wallet,APP Scam Claim,30.29,Travel,Pending,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,15.14,Customer Evidence Missing,Negative
DSP-0741,CUST-6865,TXN-421153,2026-02-11,Bank Transfer,Failed Payment,34.82,Bills & Utilities,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,5,No,Payment Operations,34.82,Gateway Timeout,Positive
DSP-0742,CUST-1657,TXN-345684,2026-05-10,Card,Refund Delay,18.25,Subscription,Success,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Awaiting Evidence,7,8,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0743,CUST-3286,TXN-236200,2026-03-27,Wallet,Failed Payment,18.18,Bills & Utilities,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,9.09,Gateway Timeout,Negative
DSP-0744,CUST-2477,TXN-859309,2026-03-04,Card,Merchant Not Credited,45.6,Retail,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0745,CUST-7350,TXN-234744,2026-03-23,Wallet,Failed Payment,228.03,Bills & Utilities,Failed,My payment of £228.03 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,1,No,Payment Operations,228.03,Bank Reversal Delay,Neutral
DSP-0746,CUST-4852,TXN-487063,2026-04-03,Card,Unauthorised Transaction,77.42,Food Delivery,Failed,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,38.71,Fraud Indicator,Negative
DSP-0747,CUST-7292,TXN-785815,2026-02-16,Bank Transfer,Duplicate Debit,16.06,Food Delivery,Success,There are two debits for one order. Please refund the duplicate amount.,No,Medium,Manual Review,Resolved,5,10,Yes,Refund Team,8.03,Duplicate Processing,Negative
DSP-0748,CUST-2661,TXN-787728,2026-04-14,Wallet,Failed Payment,21.75,Bills & Utilities,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,In Review,5,8,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0749,CUST-1893,TXN-417670,2026-04-19,Card,Merchant Not Credited,86.91,Bills & Utilities,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,9,Yes,Merchant Support,0,Gateway Timeout,Negative
